"SKU","Product_Name","Description","Default_Image","Brand","Category","Condition","EAN","Price","Stock","Handling_Time","Shipping_Template_Id","Shipping_Weight_(Kg)","Warranty (Months)","Free Returns","ASIN","MPN","RRP","Parent_Group","Variant_One_Name","Variant_One_Value","Variant_Two_Name","Variant_Two_Value","Clothing Size","Colour","Summary_Point_One","Summary_Point_Two","Summary_Point_Three","Summary_Point_Four","Summary_Point_Five","Additional_images_One","Additional_images_Two","Additional_images_Three","Additional_images_Four","Additional_images_Five","Additional_images_Six","Additional_images_Seven","Additional_images_Eight","Additional_images_Nine","Additional_images_Ten"
"OB-4000994401415","1/35 Ratio Resin Figure Model Kits Russian Special Forces Soldiers 9 Figures Unassambled Unpainted S238","<p><strong>1/35 Ratio Resin Figure Model Kits Russian Special Forces Soldiers 9 Figures Unassambled Unpainted S238</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale, featuring 9 figure(s). Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit (9 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSRENol.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950463","60.99","5","5","Deliveries","","","No","","","85.39","","","","","","","","High-detail resin figure kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRESSe.jpg","https://iili.io/qSTeaWJ.jpg","","","","","","","",""
"OB-1005006492699537","1/35 Scale Resin Figure Model Kit Hobby Miniature Vietnam Us Infantry Second Class Unassembled And Unpainted Diy Diorama Toy","<p><strong>1/35 Scale Resin Figure Model Kit Hobby Miniature Vietnam Us Infantry Second Class Unassembled And Unpainted Diy Diorama Toy</strong></p>
<p>A highly detailed resin diorama set kit in 1/35 scale. Modern Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin diorama set kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Modern Military</li>
  <li><strong>Type:</strong> Diorama Set</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSRE8l9.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950470","16.99","5","5","Deliveries","","","No","","","23.79","","","","","","","","High-detail resin diorama set kit in 1/35 scale","Modern Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRErAb.jpg","","","","","","","","",""
"OB-1005005424002055","1/48 Scale Resin Soldier Assembly Model Kit Modeling Fighter Pilot Group 3 People Unassembled And Unpainted Diy Diorama Toy","<p><strong>1/48 Scale Resin Soldier Assembly Model Kit Modeling Fighter Pilot Group 3 People Unassembled And Unpainted Diy Diorama Toy</strong></p>
<p>A highly detailed resin diorama set kit in 1/48 scale, featuring 3 figure(s). Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin diorama set kit (3 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/48</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Diorama Set</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSTSX24.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950487","22.99","5","5","Deliveries","","","No","","","32.19","","","","","","","","High-detail resin diorama set kit in 1/48 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","","","","","","","","","",""
"OB-1005004362152363","1/35 Resin Figure Us Special Forces/Marsoc Modern Soldier In Action With Gpnvg-18 Panoramic Night Vision Goggles Self-Assembly C","<p><strong>1/35 Resin Figure Us Special Forces/Marsoc Modern Soldier In Action With Gpnvg-18 Panoramic Night Vision Goggles Self-Assembly C</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Modern Military themed. May require assembly and painting.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Modern Military</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSRE4Nj.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950494","18.99","5","5","Deliveries","","","No","","","26.59","","","","","","","","High-detail resin figure kit in 1/35 scale","Modern Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","May require assembly and painting for a personalised finish","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSREioQ.jpg","https://iili.io/qSRE6Dx.jpg","https://iili.io/qSREZKP.jpg","https://iili.io/qSREDUF.jpg","https://iili.io/qSREtl1.jpg","https://iili.io/qSTSDGa.jpg","","","",""
"OB-1005005421683972","1/35 Scale Resin Animal Model Assembly Kit Mouse And Waste Hobby Miniature Figure Unassembled Unpainted Diy Diorama Toys","<p><strong>1/35 Scale Resin Animal Model Assembly Kit Mouse And Waste Hobby Miniature Figure Unassembled Unpainted Diy Diorama Toys</strong></p>
<p>A highly detailed resin diorama set kit in 1/35 scale. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin diorama set kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Diorama Set</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSREmHg.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950500","16.99","5","5","Deliveries","","","No","","","23.79","","","","","","","","High-detail resin diorama set kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRGfUX.jpg","https://iili.io/qSTUWoF.jpg","","","","","","","",""
"OB-1005002292329246","1/35 Resin Figures Model Kits Soviet Tanker 3 Figures Unassambled Unpainted 316","<p><strong>1/35 Resin Figures Model Kits Soviet Tanker 3 Figures Unassambled Unpainted 316</strong></p>
<p>A highly detailed resin vehicle kit kit in 1/35 scale, featuring 3 figure(s). Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin vehicle kit kit (3 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Vehicle Kit</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSRGCRs.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950517","22.99","5","5","Deliveries","","","No","","","32.19","","","","","","","","High-detail resin vehicle kit kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRGYJe.jpg","https://iili.io/qSTUWoF.jpg","","","","","","","",""
"OB-33004250454","1/35 Resin Figure Model Kits British (2 Figures) Unassambled Unpainted C553-1","<p><strong>1/35 Resin Figure Model Kits British (2 Figures) Unassambled Unpainted C553-1</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale, featuring 2 figure(s). Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit (2 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSTSLj1.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950524","20.99","5","5","Deliveries","","","No","","","29.39","","","","","","","","High-detail resin figure kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSTeaWJ.jpg","","","","","","","","",""
"OB-1005006348592006","1/35 Resin Figure Assembled Model Kit Historical Hobby Miniature Country Boys And Girls & Accessories Unassembled And Unpainted","<p><strong>1/35 Resin Figure Assembled Model Kit Historical Hobby Miniature Country Boys And Girls & Accessories Unassembled And Unpainted</strong></p>
<p>A highly detailed resin accessories kit in 1/35 scale. Historical themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin accessories kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Historical</li>
  <li><strong>Type:</strong> Accessories</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSTUduI.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950531","29.99","5","5","Deliveries","","","No","","","41.99","","","","","","","","High-detail resin accessories kit in 1/35 scale","Historical themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRGcOb.jpg","https://iili.io/qSRGjdF.jpg","","","","","","","",""
"OB-1005006173807644","1/35 Scale Resin Figure Plastic Model Kit Historical Military Hobby Gk Toy Tank Crew 2 Figures Unassembled And Unpainted 966A","<p><strong>1/35 Scale Resin Figure Plastic Model Kit Historical Military Hobby Gk Toy Tank Crew 2 Figures Unassembled And Unpainted 966A</strong></p>
<p>A highly detailed resin vehicle kit kit in 1/35 scale, featuring 2 figure(s). Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin vehicle kit kit (2 figure(s))</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Vehicle Kit</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSRGEWQ.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950548","20.99","5","5","Deliveries","","","No","","","29.39","","","","","","","","High-detail resin vehicle kit kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRGGsV.jpg","https://iili.io/qSRGXg1.jpg","","","","","","","",""
"OB-4000231882661","1/35 Scale Resin Figure Model Assembled Kits History Military Themes Russian Refugees With Cart 1941-45 Unassambled Unpainted","<p><strong>1/35 Scale Resin Figure Model Assembled Kits History Military Themes Russian Refugees With Cart 1941-45 Unassambled Unpainted</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSRGNea.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950555","44.99","5","5","Deliveries","","","No","","","62.99","","","","","","","","High-detail resin figure kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRGP7n.jpg","https://iili.io/qSRGsmG.jpg","","","","","","","",""
"OB-1005003396076872","1/35 Resin Figure Model Kits History Military Maintenance Technician Unassembled And Unpainted","<p><strong>1/35 Resin Figure Model Kits History Military Maintenance Technician Unassembled And Unpainted</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSTUna4.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950562","24.99","5","5","Deliveries","","","No","","","34.99","","","","","","","","High-detail resin figure kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRGQIf.jpg","https://iili.io/qSRGg1I.jpg","https://iili.io/qSRG8sp.jpg","https://iili.io/qSTUWoF.jpg","","","","","",""
"OB-32956606087","1/35 Resin Figures Model Kits Anti-Chemical Double Group Unassembled Unpainted","<p><strong>1/35 Resin Figures Model Kits Anti-Chemical Double Group Unassembled Unpainted</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Fantasy</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSRGvXR.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950579","20.99","5","5","Deliveries","","","No","","","29.39","","","","","","","","High-detail resin figure kit in 1/35 scale","Fantasy themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSTrejI.jpg","","","","","","","","",""
"OB-1005008708532274","1/35 Scale Resin Figure Assembled Model Kit Modern Girl In Military Helmets And Rolling Skates Unassembled And Unpainted Diy Toy","<p><strong>1/35 Scale Resin Figure Assembled Model Kit Modern Girl In Military Helmets And Rolling Skates Unassembled And Unpainted Diy Toy</strong></p>
<p>A highly detailed resin figure kit in 1/35 scale. Military themed. Supplied unassembled and unpainted, ready for your creative touch.</p>

<p><strong>What's Included</strong></p>
<ul>
  <li>Resin figure kit</li>
  <li>Cast in high-quality resin for fine detail</li>
</ul>

<p><strong>Specifications</strong></p>
<ul>
  <li><strong>Material:</strong> Resin</li>
  <li><strong>Scale:</strong> 1/35</li>
  <li><strong>Theme:</strong> Military</li>
  <li><strong>Type:</strong> Figure</li>
  <li><strong>Condition:</strong> Brand new, unbuilt kit</li>
</ul>

<p><strong>Assembly &amp; Painting Tips</strong></p>
<ul>
  <li>Wash all parts in warm soapy water before priming to remove mould release</li>
  <li>Use super glue (cyanoacrylate) or two-part epoxy for assembly</li>
  <li>Prime with a grey or white spray primer before painting</li>
  <li>Acrylic or enamel model paints are both suitable</li>
</ul>

<p><strong>Ideal For</strong></p>
<ul>
  <li>Scale model builders and painters</li>
  <li>Diorama creators</li>
  <li>Military history and miniature collectors</li>
  <li>Wargaming and tabletop RPG enthusiasts</li>
  <li>A unique gift for hobby enthusiasts</li>
</ul>

<p><em>Please examine all photos carefully. Images show the kit assembled and painted as a reference only &mdash; you will receive the unassembled, unpainted resin kit.</em></p>","https://iili.io/qSRGbB2.jpg","Unbranded","Toys & Games > Action Figures & Collectibles > Model Kits","New","5061122950586","16.99","5","5","Deliveries","","","No","","","23.79","","","","","","","","High-detail resin figure kit in 1/35 scale","Military themed — perfect for collectors and modellers","Cast in premium resin for crisp, fine detail","Supplied unassembled and unpainted — customise to your vision","Ideal for dioramas, display cabinets, and wargaming tables","https://iili.io/qSRGtLl.jpg","","","","","","","","",""
